%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15
1654092406547029506,0,-0.051416350983001374,-0.019486177884615374,-0.05238714532537775,-0.018620753026270587,-0.05935353708791208,-0.016730675330528827,-0.049410038203983514,-0.018153465187156603,-0.047695419814560436,-0.019226744934752748,-0.05057205367874312,-0.014846634078811814,-0.0537310589800824,-0.012574918977506868,-0.052655767084478,-0.016957444411057676
1654092406607228717,0,-0.05569189721411401,-0.01909635774381868,-0.05663961892599588,-0.01824823735834477,-0.06401997660542585,-0.016546429644574173,-0.0535219968020261,-0.01804849813272666,-0.05189423613495879,-0.018854832911229396,-0.05484404511504121,-0.014619797926682693,-0.058205942007211575,-0.012316492101648351,-0.0570749806833791,-0.01675435160542582
1654092406650533819,0,-0.05974449744591346,-0.018229859739869486,-0.06078484503777473,-0.017611325442135978,-0.06866830679086539,-0.016036953768887363,-0.05763697362208104,-0.017197091238839293,-0.05614369151356456,-0.018231134100274726,-0.059454479846325514,-0.01390152815934066,-0.06298063508756868,-0.011493087600875687,-0.061218328790350246,-0.016126561426854397
1654092406719550401,0,-0.06383049933464972,-0.01705657623626372,-0.06483677455357144,-0.016452730618990358,-0.0731667990212912,-0.015398163847870877,-0.06197409158224588,-0.016191889165521986,-0.060463102571256866,-0.017023308722527473,-0.06374900734031591,-0.012891429859203298,-0.0675107851133242,-0.010587285639165523,-0.06555705646892168,-0.015176827566964285
1654092406809092356,0,-0.06797639616243131,-0.015238801725618117,-0.06906939496050825,-0.015083396827781564,-0.07773933829842034,-0.014351243239182687,-0.06620765099158654,-0.014893450055803573,-0.0647519289792239,-0.01575813712654533,-0.06843026968149038,-0.011666165865384617,-0.07245832170758931,-0.009434559581043956,-0.06985212053571427,-0.013912058400583793
1654092406855309819,0,-0.07219808389852335,-0.013398759443681296,-0.07328504625257555,-0.013381052541208777,-0.08218242938701925,-0.013233629163804939,-0.07046106359460852,-0.013223702566964285,-0.06903706644917582,-0.013977788568853025,-0.07290186620020603,-0.010177176339285715,-0.07731893350789837,-0.008125321943681318,-0.07430976616157278,-0.012450836516998603
1654092406878660854,0,-0.07653057391826923,-0.011366288740556313,-0.07750659984546704,-0.011707280756352995,-0.08696101262019235,-0.012047199626545324,-0.07484539996136676,-0.011325173849587922,-0.073638916015625,-0.011988310761504122,-0.07765724265968404,-0.008729301704155222,-0.08249578790350276,-0.00660413804945055,-0.07870630955958102,-0.010865398029704654
1654092406925998112,0,-0.08084515582074175,-0.009247161529876369,-0.08164384443681319,-0.009774746737637341,-0.09147204723986951,-0.010734809623969777,-0.07928225339114012,-0.009373054923592042,-0.07820541884872939,-0.009876762641655223,-0.08252684205442995,-0.006988726605425825,-0.08728610866672393,-0.005144257597870879,-0.08317837557949861,-0.009178010709993134
1654092406965079426,0,-0.0851679204584478,-0.006606887985061816,-0.08597673688616073,-0.007607931619162067,-0.09619294889680635,-0.00929357507726647,-0.08390697437328297,-0.0071226015195741815,-0.08279076880151098,-0.0076433454241071445,-0.08733560750772665,-0.0051194411057692325,-0.09243720756782281,-0.003396740588513049,-0.08751234117445053,-0.007363053206559056
1654092407034776436,0,-0.08942200377747253,-0.00397620567908652,-0.09029594672905221,-0.005258279318337888,-0.1007035140152816,-0.007645760001717017,-0.0884149907709478,-0.004748669299450559,-0.08757337633070056,-0.005100661057692309,-0.09215362884186126,-0.0031626271677541225,-0.0977170168698489,-0.0017647208748282966,-0.0921293489225618,-0.0053738436856112515
1654092407070005699,0,-0.093764889895261,-0.0012808663504464413,-0.09450307992788462,-0.002946321256868112,-0.10535492949433378,-0.006141008649553553,-0.09293588491586538,-0.0024723262577266564,-0.09228703425480769,-0.002674882490556321,-0.09704234364268544,-0.001234251588255495,-0.10280258681747939,8.035177712912081e-05,-0.09662951794299449,-0.003318233280391464
1654092407109813111,0,-0.09800327845982143,0.0015881213513049275,-0.0988419417496566,-0.00039371029361262577,-0.11002639938186815,-0.004415457589285715,-0.09763619559151786,0.00014252715058378496,-0.09710539094694368,0.00015741704584477934,-0.1020273732615041,0.0009270636589972514,-0.10819138746995194,0.0020389095767513734,-0.10120802659254804,-0.001041487809065933
1654092407157998051,0,-0.10234737186641484,0.004571935632726676,-0.10305055052369506,0.002211484804258257,-0.11441563197544646,-0.0026590535928914805,-0.10218948531936813,0.002872743711366754,-0.10187860845209477,0.0029246571299793925,-0.10705318241328982,0.003080598600618132,-0.11337930867960166,0.003912688873626374,-0.10570464081816619,0.0011346502618475307
1654092407207738352,0,-0.10654384068080357,0.0076928442651099105,-0.10704419481885302,0.0048769101991758546,-0.11870479374141485,-0.000817804022149704,-0.10659622360061813,0.005582369290865377,-0.1064108376974588,0.005827247703468402,-0.11162538633241759,0.0053124060997596124,-0.11835944207160026,0.005883319561298077,-0.1099500048291552,0.0035080459091689775
1654092407262065868,0,-0.11028395432692308,0.01069523737980771,-0.11064593975360577,0.007569231305803614,-0.12255336216517859,0.0009956108344780223,-0.11071851122510303,0.00836584070226648,-0.11074601058121566,0.00875123411744505,-0.11603111853966344,0.007507927863152471,-0.12288959209735578,0.007966697609031594,-0.11391936920501372,0.0057668832632211675
1654092407310488219,0,-0.11382224952781593,0.013810780284168989,-0.11402225703983516,0.010302734375000011,-0.12618797218406597,0.003058129614526117,-0.1144146259014423,0.011101221776270598,-0.11476950173849587,0.011579643501030218,-0.12020002092633927,0.009806806962568679,-0.12722637469951925,0.010037332052712912,-0.1175329187414148,0.00815094329498628
1654092407363052986,0,-0.11674261407537775,0.016738120278159352,-0.11716207986349589,0.012979360727163491,-0.12935663579584478,0.00491956773695057,-0.11777390700120192,0.013717886117788458,-0.11825917002918956,0.014259288075206045,-0.12387453854739011,0.012125338040865383,-0.13103416359031594,0.011895550738324176,-0.12060922475961536,0.010404079563015117
1654092407407593137,0,-0.1190862299321772,0.01950207385388053,-0.11943963019402473,0.015444711538461553,-0.13181943788633244,0.006770140260130508,-0.1204571063701923,0.016211474072802184,-0.12113520024896977,0.016807807670844777,-0.12679215315934064,0.01413862626631181,-0.13407069614955358,0.013730093149038461,-0.12321784050910026,0.012532395582932704
1654092407463295157,0,-0.12115719973385988,0.02187084156078295,-0.12136357904790523,0.01751179118732832,-0.13381522042410715,0.008216136890453307,-0.12256013639680632,0.01831584553142171,-0.12357694185697116,0.01912687532194368,-0.12923644348815247,0.015772490449004122,-0.13672398158482146,0.015218076601133241,-0.12519229427798761,0.014290342226133262
1654092407504267740,0,-0.12292983505752061,0.02398151774982832,-0.12303567404275412,0.01934579702524042,-0.1353818788633242,0.009395255623282972,-0.12457972935267857,0.020090358859890106,-0.1257329584478022,0.021059073982657966,-0.13151339017427885,0.017247864440247253,-0.13896672175480773,0.016521747295673076,-0.12714850457160026,0.01580790425394918
1654092407559369869,0,-0.12453519381009615,0.025567358666723883,-0.12456416874141485,0.020598023802369525,-0.13684363731971155,0.010190456516140117,-0.12635860233516483,0.021628713083791218,-0.12763866382640798,0.02269213330614698,-0.13331419557005494,0.01833509508070055,-0.14084070226648354,0.017463298420329672,-0.1286647251674107,0.016989839993990397
1654092407607873179,0,-0.1258184076665522,0.026800201751373653,-0.12591257619333793,0.021598665006868134,-0.13841418591174454,0.010829850081559067,-0.127867914556147,0.022748808808379123,-0.12952860737894917,0.023841807606456045,-0.13494510860233516,0.01923546424278846,-0.14263600779103708,0.01817566588684753,-0.12999911465487635,0.017864520733173073
1654092407659583312,0,-0.12717432713770604,0.027637657752403844,-0.12707432338169644,0.022166962675995883,-0.13968230865813874,0.011092569539835173,-0.12933872767857144,0.02345446911486951,-0.13109593653416896,0.02469194013993819,-0.1363909710894574,0.019451568938873624,-0.14415766118646978,0.01834388146033654,-0.13131995567908653,0.018274059924450553
1654092407707874864,0,-0.12819931533310439,0.02809810428828985,-0.12805537967891484,0.022440614805116776,-0.14050990513392858,0.010780820741758262,-0.13056258316878433,0.023612221518715643,-0.13237318101820056,0.02519611735920329,-0.1377948467548077,0.01960288246909341,-0.14541914384443683,0.01825903588598901,-0.13246413010817307,0.01845253745278161
1654092407763813051,0,-0.12904549064217033,0.028000582181490374,-0.12908466045673078,0.022105055588942324,-0.14138606144831734,0.010384092226133262,-0.13149139068938873,0.02351295555030905,-0.1333928705571772,0.024769474909855767,-0.1387422331086882,0.019166380494505492,-0.14657767159598217,0.017861770797561814,-0.1334509545630151,0.0181813669728709
1654092407805901701,0,-0.12982754550137363,0.027414376395089313,-0.1296453119634272,0.021669425545157994,-0.14208809988839288,0.00948788150326238,-0.1324224115728022,0.02293352399553572,-0.13445890657194368,0.024144568810096155,-0.13979344629979396,0.018463470123626372,-0.14755309387877746,0.016872129335508242,-0.13428264240642168,0.017435530777815955
1654092407889033797,0,-0.13064991039234203,0.026237202738667587,-0.13041469029017858,0.020481520432692357,-0.14294312864869507,0.008191789899553575,-0.13315342494419644,0.021720601176167587,-0.13546712686727336,0.023096105554601648,-0.14054042271205355,0.017215267642513733,-0.148286857185783,0.015728357336023353,-0.13490821922218404,0.016022198016826944
1654092407928519253,0,-0.13148099459134616,0.024718634636847536,-0.1311987572973901,0.01893625783396291,-0.14366320934924454,0.006401380601820078,-0.1339689485319368,0.02017379593063187,-0.13624146849244506,0.021508923205700546,-0.14135514144059066,0.015600183507898348,-0.14911619752317995,0.01397195333962912,-0.13576727227850272,0.014548634958791218
1654092407954893938,0,-0.13222877586280907,0.0227777837396978,-0.13204915811727336,0.016674335186298073,-0.1443555894788805,0.0042663574218750056,-0.1349601326407967,0.018167349008413464,-0.1372075678228022,0.019563310224931317,-0.14221298720810438,0.013492927970467031,-0.14993198939732144,0.012059607872596153,-0.1366520808293269,0.012421660370879134
1654092407997325443,0,-0.13341473589886677,0.020276147192651084,-0.13305630526699863,0.014369352571256877,-0.1456110356928228,0.0019091260302197821,-0.13594098772321428,0.015733320634443687,-0.13821753197973902,0.017278918591174447,-0.1431324047046703,0.011110544728708791,-0.15077206119076236,0.00970331548334478,-0.1375925588083791,0.009964626438015128
1654092408053786699,0,-0.13454952030391484,0.017530906593406614,-0.13432945838341348,0.011511498755151117,-0.1468753353580014,-0.0007557627918955978,-0.13705383971497254,0.013033957009787073,-0.1393867911873283,0.014433942522321427,-0.14417342301253433,0.008504142342032967,-0.15169959435096153,0.006933727893200549,-0.13870051457331728,0.007282701429429966
