%time,field.x,field.y,field.z,field.w
1653386137484423168,-0.03466443882304095,0.06796132988202612,0.1007339133463549,-0.9919840286132025
1653386137516192015,-0.03380525755450403,0.0686188130810751,0.10104095718320699,-0.9919371895561327
1653386137550441835,-0.03283769954961754,0.06931442528950338,0.10139807193667222,-0.9918848859331411
1653386137582858600,-0.031873127089173545,0.06995760968967293,0.10171456640173804,-0.9918387891173501
1653386137616440793,-0.030918406334915043,0.0705684311735284,0.10201242442289832,-0.9917951471623454
1653386137647913361,-0.029913279206535453,0.07114536646122566,0.10232364016195994,-0.9917526935795109
1653386137682821199,-0.028836430921861788,0.07170199657903067,0.10264849647104157,-0.9917109307204919
1653386137714960891,-0.02789354340838314,0.07210988336747483,0.10291940871216182,-0.9916802459801208
1653386137747783133,-0.026811866632466947,0.07253475508138796,0.10325947276786912,-0.9916437436885626
1653386137780452018,-0.02583706718216674,0.07283528721908301,0.10357219578710336,-0.9916149792913456
1653386137816225548,-0.02476256207985809,0.07309304637979126,0.10390144287827169,-0.9915889835299585
1653386137845673299,-0.023868192789452167,0.07325820719191012,0.10420071889642446,-0.9915673222900507
1653386137880446814,-0.022824795437345297,0.07338498313982801,0.1045557009035109,-0.9915451469153516
1653386137914921882,-0.02187001699149169,0.07345108872494717,0.10488667440129734,-0.9915268152979767
1653386137945459375,-0.020954164564083763,0.07348092758150518,0.10524613900250013,-0.99150629170684
1653386137977573163,-0.0200794099055233,0.07345151393416541,0.10559787692873884,-0.9914891733078923
1653386138016318975,-0.019128303917637986,0.07336702948362372,0.10600509064396552,-0.9914707800694624
1653386138042831699,-0.018450231482269007,0.07328162335934121,0.1063125535205407,-0.9914570255941568
1653386138077632612,-0.017674925999899033,0.07314769355847223,0.10670839400919557,-0.9914385157769252
1653386138110762984,-0.017034449518945942,0.07299989906283025,0.10704774787335164,-0.9914240374035957
1653386138144511984,-0.01644419242261493,0.07284184311035581,0.10742476369833781,-0.9914048489755387
1653386138175705793,-0.01594986438074072,0.07267616027181416,0.10778935032343423,-0.9913855120543337
1653386138212597738,-0.015519658276680264,0.0724777931942621,0.1081836480569624,-0.9913639129975187
1653386138242854614,-0.015182753579613854,0.07230698607606925,0.10857219198166579,-0.9913391260747415
1653386138275912711,-0.014948027609617252,0.07214970306877286,0.10896427681616366,-0.9913111333963726
1653386138307253884,-0.014805907813348892,0.07199828073643101,0.10935790502742077,-0.9912809295415878
1653386138343227468,-0.014738294974016054,0.07186244584848796,0.10980463024479065,-0.9912424096631139
1653386138374116212,-0.014744632486806054,0.07175180322610475,0.11019032962229558,-0.9912075291301823
1653386138407655023,-0.014832973538211714,0.0716489637821214,0.1106313862817262,-0.9911645197717414
1653386138440698429,-0.014989702373347683,0.07156524212296206,0.11107378420290503,-0.991118731235308
1653386138473994192,-0.015229312131054405,0.07150800084223877,0.11151291329388302,-0.9910698986631934
1653386138505281005,-0.01551140590654991,0.07147927052662391,0.11195148758554063,-0.9910181504892674
1653386138540646929,-0.015884579995007024,0.07147843165072429,0.11245315814857859,-0.9909554990762934
1653386138573894655,-0.016291654595154477,0.07152599058830153,0.11291777279380277,-0.9908926234704754
1653386138606322272,-0.016751067511755,0.07157669607152096,0.11337016151705503,-0.9908296446888831
1653386138637827759,-0.017238708317068394,0.0716850621025681,0.11385549628311459,-0.9907577931931879
1653386138671680233,-0.017735708058608638,0.07182067254094358,0.11432547643599561,-0.9906850766480279
1653386138703914130,-0.01827904084389562,0.07198985524719595,0.11481526219873461,-0.9906062754563747
1653386138737955559,-0.018871777821203188,0.07220887225223747,0.11534401720301357,-0.9905177900802176
1653386138771236865,-0.019428580789964033,0.07244280189716103,0.1158220048984836,-0.9904341643355565
1653386138803850910,-0.020001336523268774,0.07271332164275239,0.11630772640186587,-0.9903460163862878
1653386138835810280,-0.02053843082845216,0.07301274187586237,0.11678662684343144,-0.9902566314715628
1653386138872144059,-0.021157969184578317,0.0733604821637603,0.11733541872010167,-0.9901530081307957
1653386138903854761,-0.021738979637120577,0.07370997212134099,0.11783320621830962,-0.9900553480924799
1653386138935080430,-0.02229206350284527,0.07405989763808651,0.11833671561793041,-0.9899568764362325
1653386138967638520,-0.0228681933644197,0.07442276699060188,0.11885263070142621,-0.9898547113900406
1653386139004018439,-0.02345008288872874,0.07481221157414304,0.1193926987932657,-0.9897467403769299
1653386139033682094,-0.023941321466080263,0.07513056877386765,0.11985867686005414,-0.9896545398994185
1653386139067640818,-0.024494809633089927,0.07548744509741541,0.12040087934184107,-0.9895480171206525
1653386139101428126,-0.024973227932473533,0.07579254055148212,0.12089466432390955,-0.9894525298473867
1653386139133952872,-0.025424542701249934,0.0760896547861823,0.12140345943382341,-0.9893559304418467
1653386139165859610,-0.02585293323573328,0.07635199672791533,0.12190200604089041,-0.9892633114403748
1653386139200235989,-0.026278326556597113,0.07661179726805177,0.12241253905730193,-0.9891689705779738
1653386139233929668,-0.02664609188116389,0.07683256638898474,0.12290147568430948,-0.9890813767350805
1653386139265914508,-0.026969967521770284,0.07702146603109952,0.12337963451458939,-0.9889983722986309
1653386139297718386,-0.027283330925903647,0.07721050005802928,0.12386218233818708,-0.988914717415409
1653386139333912458,-0.02757099293241384,0.07739509572232921,0.12438714913852916,-0.9888264138037787
1653386139365731556,-0.02781248233073698,0.07755163273524728,0.12487433693910166,-0.9887459785307446
1653386139397673864,-0.0280382165684911,0.07770334865743132,0.12538011642785984,-0.9886636811492653
1653386139429874355,-0.028205143041214218,0.07784238488729796,0.1258712801030607,-0.9885855824693678
1653386139463045101,-0.028354624564317688,0.07797438240929025,0.12638113573809384,-0.9885058520227668
1653386139496481714,-0.028464952906324746,0.07809938914567395,0.12686224292258808,-0.9884311828305314
1653386139530093567,-0.028563099555354698,0.07822584346395987,0.12738372499944878,-0.9883512803469259
1653386139563844758,-0.02860795123933851,0.07833109617182976,0.12788759430001018,-0.9882765745086561
1653386139596403560,-0.028628986364810007,0.07841245226934247,0.1283586025910649,-0.9882084484610019
1653386139627783856,-0.028610815280557887,0.07848082193685578,0.1288211713088923,-0.9881433538002987
1653386139663919953,-0.02854820775988292,0.0785250115791666,0.12932649514096806,-0.9880756449000974
1653386139693772622,-0.028489197815313907,0.07855537615139224,0.12974399976168383,-0.9880201986859345
1653386139728134020,-0.028368306665004762,0.07856503553831866,0.1302451993709416,-0.987956963844401
1653386139760736669,-0.02823862752973301,0.07853799277471275,0.1307034010165039,-0.9879023152968491
1653386139793972632,-0.028076968374620953,0.07848056135323812,0.13115813499202916,-0.9878512180293062
1653386139825974023,-0.02787602489953529,0.07840609938516638,0.13160367701081438,-0.9878035649926746
