%time,field0,field1
1653386151271161427,1690.0,100.0
1653386151349322014,1690.0,100.0
1653386151448375711,1669.0,100.0
1653386151557056813,1669.0,100.0
1653386151637050121,1669.0,100.0
1653386151734295916,1646.0,100.0
1653386151845541589,1646.0,100.0
1653386151925335661,1646.0,100.0
1653386152023054831,1618.0,100.0
1653386152086395618,1618.0,100.0
1653386152182906960,1618.0,100.0
1653386152249308498,1618.0,100.0
1653386152344388237,1595.0,100.0
1653386152422417832,1595.0,100.0
1653386152501497223,1595.0,100.0
1653386152582289367,1595.0,100.0
1653386152662960322,1571.0,100.0
1653386152745190715,1571.0,100.0
1653386152822998221,1571.0,100.0
1653386152901646998,1571.0,100.0
1653386152996636531,1547.0,100.0
1653386153061529450,1547.0,100.0
1653386153156458961,1547.0,100.0
1653386153226932922,1547.0,100.0
1653386153320116655,1523.0,100.0
1653386153384478099,1523.0,100.0
1653386153482018086,1523.0,100.0
1653386153558764738,1523.0,100.0
1653386153640188081,1499.0,100.0
1653386153718860491,1499.0,100.0
1653386153798583599,1499.0,100.0
1653386153877938608,1499.0,100.0
1653386153958882756,1476.0,100.0
1653386154039652685,1476.0,100.0
1653386154119640421,1476.0,100.0
1653386154200991730,1476.0,100.0
1653386154293026127,1443.0,100.0
1653386154357584608,1443.0,100.0
1653386154453521735,1443.0,100.0
1653386154521136769,1443.0,100.0
1653386154616723019,1407.0,100.0
1653386154680736483,1407.0,100.0
1653386154775170670,1407.0,100.0
1653386154839364023,1407.0,100.0
1653386154934671759,1383.0,100.0
1653386155015454881,1383.0,100.0
1653386155096549855,1383.0,100.0
1653386155176097610,1383.0,100.0
1653386155254701505,1360.0,100.0
1653386155335869063,1360.0,100.0
1653386155418421817,1360.0,100.0
1653386155495044837,1360.0,100.0
1653386155593270829,1336.0,100.0
1653386155654854694,1336.0,100.0
1653386155752991676,1336.0,100.0
1653386155817337400,1336.0,100.0
1653386155914641033,1314.0,100.0
1653386155993414844,1314.0,100.0
1653386156073136489,1314.0,100.0
1653386156154833190,1314.0,100.0
1653386156235076905,1291.0,100.0
1653386156314890551,1291.0,100.0
1653386156391397249,1291.0,100.0
1653386156470414346,1291.0,100.0
1653386156551606521,1268.0,100.0
1653386156634596346,1268.0,100.0
1653386156711860930,1268.0,100.0
1653386156791639989,1268.0,100.0
1653386156889290567,1246.0,100.0
1653386156955215425,1246.0,100.0
1653386157050030452,1246.0,100.0
1653386157116642456,1246.0,100.0
1653386157210359512,1223.0,100.0
1653386157289259049,1223.0,100.0
1653386157368436348,1223.0,100.0
1653386157449038482,1223.0,100.0
1653386157529970602,1201.0,100.0
1653386157612301597,1201.0,100.0
1653386157689725482,1201.0,100.0
1653386157767216701,1201.0,100.0
1653386157847835400,1181.0,100.0
1653386157927164671,1181.0,100.0
1653386158011616656,1181.0,100.0
1653386158089203352,1181.0,100.0
1653386158169346722,1159.0,100.0
1653386158231848904,1159.0,100.0
1653386158334155502,1159.0,100.0
1653386158412893992,1159.0,100.0
1653386158508620224,1138.0,100.0
1653386158573021996,1138.0,100.0
1653386158667448640,1138.0,100.0
1653386158795414110,1118.0,100.0
1653386158858647088,1118.0,100.0
1653386158955624306,1118.0,100.0
1653386159085934966,1099.0,100.0
1653386159195857543,1099.0,100.0
1653386159276191324,1099.0,100.0
1653386159370747161,1079.0,100.0
1653386159434184926,1079.0,100.0
1653386159532688858,1079.0,100.0
1653386159594574222,1079.0,100.0
1653386159693464725,1059.0,100.0
1653386159751779943,1059.0,100.0
1653386159849547228,1059.0,100.0
1653386159914811716,1059.0,100.0
1653386160009068272,1041.0,100.0
1653386160090647931,1041.0,100.0
1653386160172153443,1041.0,100.0
1653386160248897414,1041.0,100.0
1653386160333234050,1021.0,100.0
1653386160411013085,1021.0,100.0
1653386160492907789,1021.0,100.0
1653386160569628488,1021.0,100.0
1653386160666747187,1004.0,100.0
1653386160782110292,1004.0,100.0
1653386160857578353,1004.0,100.0
1653386160952976897,987.0,100.0
1653386161022129574,987.0,100.0
1653386161111958777,987.0,100.0
1653386161227178358,969.0,100.0
1653386161308734846,969.0,100.0
1653386161384969429,969.0,100.0
1653386161454236559,969.0,100.0
1653386161561349453,952.0,100.0
1653386161626934469,952.0,100.0
1653386161723453965,952.0,100.0
1653386161801679633,937.0,100.0
1653386161885090388,937.0,100.0
1653386161949807998,937.0,100.0
1653386162044523545,921.0,100.0
1653386162125654283,921.0,100.0
1653386162201141730,921.0,100.0
1653386162285304460,921.0,100.0
1653386162365944276,906.0,100.0
1653386162442106575,906.0,100.0
1653386162522348314,906.0,100.0
1653386162604477385,906.0,100.0
1653386162684266933,891.0,100.0
1653386162765354231,891.0,100.0
1653386162846097299,891.0,100.0
1653386162920519109,891.0,100.0
1653386163021637555,877.0,100.0
1653386163086822730,877.0,100.0
1653386163165885357,877.0,100.0
1653386163244507145,877.0,100.0
1653386163338465786,864.0,100.0
1653386163401411110,864.0,100.0
1653386163498936326,864.0,100.0
1653386163567037471,864.0,100.0
1653386163659722204,851.0,100.0
1653386163727478342,851.0,100.0
1653386163821400499,851.0,100.0
1653386163882551134,851.0,100.0
1653386163979331172,839.0,100.0
1653386164059297568,839.0,100.0
1653386164139457367,839.0,100.0
1653386164219330366,839.0,100.0
1653386164300043289,826.0,100.0
1653386164382493144,826.0,100.0
1653386164460288013,826.0,100.0
1653386164541975531,826.0,100.0
1653386164637506660,814.0,100.0
1653386164703040002,814.0,100.0
1653386164797240020,814.0,100.0
1653386164858346015,814.0,100.0
1653386164960320724,803.0,100.0
1653386165046042849,803.0,100.0
1653386165116738010,803.0,100.0
1653386165184415709,803.0,100.0
1653386165280302617,792.0,100.0
1653386165358898811,792.0,100.0
1653386165437233204,792.0,100.0
1653386165515774116,792.0,100.0
1653386165597995610,781.0,100.0
1653386165678533425,781.0,100.0
1653386165755337050,781.0,100.0
1653386165836285664,781.0,100.0
1653386165916965566,771.0,100.0
1653386166000444591,771.0,100.0
1653386166076599593,771.0,100.0
1653386166157393817,771.0,100.0
1653386166253513575,762.0,100.0
1653386166318436376,762.0,100.0
1653386166414272439,762.0,100.0
1653386166478530551,762.0,100.0
1653386166571032445,752.0,100.0
1653386166637085401,752.0,100.0
1653386166733089009,752.0,100.0
1653386166796950042,752.0,100.0
1653386166894290498,744.0,100.0
1653386166975980624,744.0,100.0
1653386167055671139,744.0,100.0
1653386167119614230,744.0,100.0
1653386167212429322,736.0,100.0
1653386167294221294,736.0,100.0
1653386167372080879,736.0,100.0
1653386167458982874,736.0,100.0
1653386167536527466,728.0,100.0
1653386167615515759,728.0,100.0
1653386167696355054,728.0,100.0
1653386167772588523,728.0,100.0
1653386167857284148,721.0,100.0
1653386167931521192,721.0,100.0
1653386168017812405,721.0,100.0
1653386168092968785,721.0,100.0
1653386168190662991,714.0,100.0
1653386168253081284,714.0,100.0
1653386168349321241,714.0,100.0
1653386168412902391,714.0,100.0
1653386168512267459,707.0,100.0
1653386168588309084,707.0,100.0
1653386168669911639,707.0,100.0
1653386168749980722,707.0,100.0
1653386168831774670,701.0,100.0
1653386168910737759,701.0,100.0
1653386168988358526,701.0,100.0
1653386169071788560,701.0,100.0
1653386169152556809,696.0,100.0
1653386169230540367,696.0,100.0
1653386169313819641,696.0,100.0
1653386169394414336,696.0,100.0
1653386169485875456,691.0,100.0
1653386169598553225,691.0,100.0
1653386169680630017,691.0,100.0
1653386169775161254,686.0,100.0
1653386169839619222,686.0,100.0
1653386169936670453,686.0,100.0
1653386170060534509,682.0,100.0
1653386170126302029,682.0,100.0
1653386170219998742,682.0,100.0
1653386170289725381,682.0,100.0
1653386170383274770,677.0,100.0
1653386170450205233,677.0,100.0
1653386170542354969,677.0,100.0
1653386170610272510,677.0,100.0
1653386170706598170,674.0,100.0
1653386170786286288,674.0,100.0
1653386170864423481,674.0,100.0
1653386170942467499,674.0,100.0
1653386171024838399,671.0,100.0
1653386171105311088,671.0,100.0
1653386171184249012,671.0,100.0
1653386171262871689,671.0,100.0
1653386171347062105,668.0,100.0
1653386171423378110,668.0,100.0
1653386171506001768,668.0,100.0
1653386171583396128,668.0,100.0
1653386171682293011,665.0,100.0
1653386171790234818,665.0,100.0
1653386171870008534,665.0,100.0
1653386171966769999,663.0,100.0
1653386172031295488,663.0,100.0
1653386172125636901,663.0,100.0
1653386172193602841,663.0,100.0
1653386172290663634,661.0,100.0
1653386172367082181,661.0,100.0
1653386172446191090,661.0,100.0
1653386172511146393,661.0,100.0
1653386172611593534,660.0,100.0
1653386172688315229,660.0,100.0
1653386172770323320,660.0,100.0
1653386172847603172,660.0,100.0
1653386172927444628,658.0,100.0
1653386173009613004,658.0,100.0
1653386173085827161,658.0,100.0
1653386173170596678,658.0,100.0
1653386173248510742,657.0,100.0
1653386173331322995,657.0,100.0
1653386173407546374,657.0,100.0
1653386173494516540,657.0,100.0
1653386173568462651,656.0,100.0
1653386173650981438,656.0,100.0
1653386173728834975,656.0,100.0
1653386173809193751,656.0,100.0
1653386173904197344,655.0,100.0
1653386173970306793,655.0,100.0
1653386174064119589,655.0,100.0
1653386174127134644,655.0,100.0
1653386174225510205,654.0,100.0
1653386174306239054,654.0,100.0
1653386174386777285,654.0,100.0
1653386174463312758,654.0,100.0
1653386174549160335,654.0,100.0
1653386174627273462,654.0,100.0
1653386174705566844,654.0,100.0
1653386174785650457,654.0,100.0
1653386174879498107,653.0,100.0
1653386174948501862,653.0,100.0
1653386175040172598,653.0,100.0
1653386175103064190,653.0,100.0
1653386175202386680,653.0,100.0
1653386175278540362,653.0,100.0
1653386175360765899,653.0,100.0
1653386175425280184,653.0,100.0
1653386175520774249,653.0,100.0
1653386175598909127,653.0,100.0
1653386175682267283,653.0,100.0
1653386175748138104,653.0,100.0
1653386175843191753,652.0,100.0
1653386175921328244,652.0,100.0
1653386176001849835,652.0,100.0
1653386176083092205,652.0,100.0
1653386176161088440,652.0,100.0
1653386176242564525,652.0,100.0
1653386176322559191,652.0,100.0
1653386176402202516,652.0,100.0
1653386176483523002,652.0,100.0
1653386176563791697,652.0,100.0
1653386176658781099,652.0,100.0
1653386176720932096,652.0,100.0
1653386176817849390,653.0,100.0
1653386176879931819,653.0,100.0
1653386176980858245,653.0,100.0
1653386177043753163,653.0,100.0
1653386177137115468,653.0,100.0
1653386177217486576,653.0,100.0
1653386177296051475,653.0,100.0
1653386177378226234,653.0,100.0
1653386177458965749,654.0,100.0
1653386177539529655,654.0,100.0
1653386177619485196,654.0,100.0
1653386177699210140,654.0,100.0
1653386177791366130,654.0,100.0
1653386177861600057,654.0,100.0
1653386177954688079,654.0,100.0
1653386178020044969,654.0,100.0
1653386178117158019,654.0,100.0
1653386178181680585,654.0,100.0
1653386178273569970,654.0,100.0
1653386178342328453,654.0,100.0
1653386178434496671,657.0,100.0
1653386178501528570,657.0,100.0
1653386178598565586,657.0,100.0
1653386178723455284,658.0,100.0
1653386178785608535,658.0,100.0
1653386178885759395,658.0,100.0
1653386178947655037,658.0,100.0
1653386179044857237,659.0,100.0
1653386179123347209,659.0,100.0
1653386179200821253,659.0,100.0
1653386179271331510,659.0,100.0
1653386179361243410,661.0,100.0
1653386179442013476,661.0,100.0
1653386179524108273,661.0,100.0
1653386179601149850,661.0,100.0
1653386179685932158,662.0,100.0
1653386179766911799,662.0,100.0
1653386179841398490,662.0,100.0
1653386179927587426,662.0,100.0
1653386180024403287,662.0,100.0
1653386180084222789,662.0,100.0
1653386180179268172,662.0,100.0
1653386180246496688,662.0,100.0
1653386180338092000,664.0,100.0
1653386180419625958,664.0,100.0
1653386180498039721,664.0,100.0
1653386180579177237,664.0,100.0
1653386180662832942,666.0,100.0
1653386180741355650,666.0,100.0
1653386180818739144,666.0,100.0
1653386180899996245,666.0,100.0
1653386180982166964,667.0,100.0
1653386181062223494,667.0,100.0
1653386181157545153,667.0,100.0
1653386181222894567,667.0,100.0
1653386181317511079,669.0,100.0
1653386181383018069,669.0,100.0
1653386181475268413,669.0,100.0
1653386181538243464,669.0,100.0
1653386181634629861,671.0,100.0
1653386181718338082,671.0,100.0
1653386181795774516,671.0,100.0
1653386181873884909,671.0,100.0
1653386181954679654,671.0,100.0
1653386182038204524,671.0,100.0
1653386182116374511,671.0,100.0
1653386182195033974,671.0,100.0
1653386182277522417,673.0,100.0
1653386182358856499,673.0,100.0
1653386182451547334,673.0,100.0
1653386182518358483,673.0,100.0
1653386182614733269,675.0,100.0
1653386182674544123,675.0,100.0
1653386182770840103,675.0,100.0
1653386182835722101,675.0,100.0
1653386182930107620,676.0,100.0
1653386183012906332,676.0,100.0
1653386183096262490,676.0,100.0
1653386183174322712,676.0,100.0
1653386183254417014,678.0,100.0
1653386183332824588,678.0,100.0
1653386183414233214,678.0,100.0
1653386183496583259,678.0,100.0
1653386183589764019,680.0,100.0
1653386183652135317,680.0,100.0
1653386183748084932,680.0,100.0
1653386183813791201,680.0,100.0
1653386183906708944,682.0,100.0
1653386183974820362,682.0,100.0
1653386184071680136,682.0,100.0
1653386184135756362,682.0,100.0
1653386184228665739,684.0,100.0
1653386184311931413,684.0,100.0
1653386184390055977,684.0,100.0
1653386184468351693,684.0,100.0
1653386184551199742,688.0,100.0
1653386184628573697,688.0,100.0
1653386184709373851,688.0,100.0
1653386184791833127,688.0,100.0
1653386184869290491,689.0,100.0
1653386184949538547,689.0,100.0
1653386185031906329,689.0,100.0
1653386185110054350,689.0,100.0
1653386185206871045,691.0,100.0
1653386185320099441,691.0,100.0
1653386185400514252,691.0,100.0
1653386185492462350,694.0,100.0
1653386185557851611,694.0,100.0
1653386185655014178,694.0,100.0
1653386185718544612,694.0,100.0
1653386185813430084,696.0,100.0
1653386185877873968,696.0,100.0
1653386185973140234,696.0,100.0
1653386186039919923,696.0,100.0
1653386186136531945,698.0,100.0
1653386186212731106,698.0,100.0
1653386186292760750,698.0,100.0
1653386186376258759,698.0,100.0
1653386186455992761,702.0,100.0
1653386186534695567,702.0,100.0
1653386186616779648,702.0,100.0
1653386186696853538,702.0,100.0
1653386186787797814,704.0,100.0
1653386186856641747,704.0,100.0
1653386186948413469,704.0,100.0
1653386187017111980,704.0,100.0
1653386187111483612,708.0,100.0
1653386187176848409,708.0,100.0
1653386187269740755,708.0,100.0
1653386187331862829,708.0,100.0
1653386187429500870,711.0,100.0
1653386187496157736,711.0,100.0
1653386187590401952,711.0,100.0
1653386187653561860,711.0,100.0
1653386187749879260,714.0,100.0
1653386187817411244,714.0,100.0
1653386187911454470,714.0,100.0
1653386187977407909,714.0,100.0
1653386188072515736,717.0,100.0
1653386188152742413,717.0,100.0
1653386188232089970,717.0,100.0
1653386188297357060,717.0,100.0
1653386188389964543,721.0,100.0
1653386188471036229,721.0,100.0
1653386188550517797,721.0,100.0
1653386188627975426,721.0,100.0
1653386188712706030,724.0,100.0
1653386188792805856,724.0,100.0
1653386188874303534,724.0,100.0
1653386188950921118,724.0,100.0
1653386189034534698,728.0,100.0
1653386189113004973,728.0,100.0
1653386189194040191,728.0,100.0
1653386189271496309,728.0,100.0
1653386189367022162,732.0,100.0
1653386189431753811,732.0,100.0
1653386189528569499,732.0,100.0
1653386189591537676,732.0,100.0
1653386189689124169,735.0,100.0
1653386189767053781,735.0,100.0
1653386189848611228,735.0,100.0
1653386189928267886,735.0,100.0
1653386190008645133,738.0,100.0
1653386190090400232,738.0,100.0
1653386190166673328,738.0,100.0
1653386190251622998,738.0,100.0
1653386190330533344,742.0,100.0
1653386190409329325,742.0,100.0
1653386190488274462,742.0,100.0
1653386190568047155,742.0,100.0
1653386190646951221,746.0,100.0
1653386190727929085,746.0,100.0
1653386190810785981,746.0,100.0
1653386190889562226,746.0,100.0
1653386190984195730,749.0,100.0
1653386191049261985,749.0,100.0
1653386191145841509,749.0,100.0
1653386191208551718,749.0,100.0
1653386191305103963,753.0,100.0
1653386191385183341,753.0,100.0
1653386191464197995,753.0,100.0
1653386191546317036,753.0,100.0
1653386191626891820,757.0,100.0
1653386191706282697,757.0,100.0
1653386191783625199,757.0,100.0
1653386191867738900,757.0,100.0
1653386191947109725,761.0,100.0
1653386192027263753,761.0,100.0
1653386192104474520,761.0,100.0
1653386192170676442,761.0,100.0
1653386192280046155,765.0,100.0
1653386192345785210,765.0,100.0
1653386192442929353,765.0,100.0
1653386192524452763,770.0,100.0
1653386192600864679,770.0,100.0
1653386192680314787,770.0,100.0
1653386192760874056,774.0,100.0
1653386192845079536,774.0,100.0
1653386192923560132,774.0,100.0
1653386192999599131,774.0,100.0
1653386193097462976,778.0,100.0
1653386193161165432,778.0,100.0
1653386193258778321,778.0,100.0
1653386193387358102,781.0,100.0
1653386193500100409,781.0,100.0
1653386193575618854,781.0,100.0
1653386193672286175,784.0,100.0
1653386193785705879,784.0,100.0
1653386193866138376,784.0,100.0
1653386193958965848,787.0,100.0
1653386194026836234,787.0,100.0
1653386194121220584,787.0,100.0
1653386194183606106,787.0,100.0
1653386194282855413,791.0,100.0
1653386194345419385,791.0,100.0
1653386194443755902,791.0,100.0
1653386194507394252,791.0,100.0
1653386194601480629,795.0,100.0
1653386194682922658,795.0,100.0
1653386194764136893,795.0,100.0
1653386194843155933,795.0,100.0
1653386194923945095,798.0,100.0
1653386194999783426,798.0,100.0
1653386195083083531,798.0,100.0
1653386195162382443,798.0,100.0
1653386195244675310,801.0,100.0
1653386195324443381,801.0,100.0
1653386195401027699,801.0,100.0
1653386195482425899,801.0,100.0
1653386195564797027,805.0,100.0
1653386195643847774,805.0,100.0
1653386195723963583,805.0,100.0
1653386195804569386,805.0,100.0
1653386195896155503,808.0,100.0
1653386196011164769,808.0,100.0
1653386196093584083,808.0,100.0
1653386196189103552,812.0,100.0
1653386196297075018,812.0,100.0
1653386196378703668,812.0,100.0
1653386196473420656,815.0,100.0
1653386196537950230,815.0,100.0
1653386196636697806,815.0,100.0
1653386196697164080,815.0,100.0
1653386196795555113,817.0,100.0
1653386196862145737,817.0,100.0
1653386196951868928,817.0,100.0
1653386197021793783,817.0,100.0
1653386197116975775,820.0,100.0
1653386197178970414,820.0,100.0
1653386197276835823,820.0,100.0
1653386197354859357,820.0,100.0
1653386197433435059,823.0,100.0
1653386197519373505,823.0,100.0
1653386197593595835,823.0,100.0
1653386197677233471,823.0,100.0
1653386197755755728,825.0,100.0
1653386197836602040,825.0,100.0
1653386197918768484,825.0,100.0
1653386197995949283,825.0,100.0
1653386198094585303,827.0,100.0
1653386198157932534,827.0,100.0
1653386198252126163,827.0,100.0
1653386198314934778,827.0,100.0
1653386198411359899,829.0,100.0
1653386198479550908,829.0,100.0
1653386198573107989,829.0,100.0
1653386198636773326,829.0,100.0
1653386198730851415,833.0,100.0
1653386198811783031,833.0,100.0
1653386198891271035,833.0,100.0
1653386198969844004,833.0,100.0
1653386199051778947,840.0,100.0
1653386199133563134,840.0,100.0
1653386199213068828,840.0,100.0
1653386199295387932,840.0,100.0
1653386199373449598,851.0,100.0
1653386199450322553,851.0,100.0
1653386199530888692,851.0,100.0
1653386199612004612,851.0,100.0
1653386199705886406,864.0,100.0
1653386199774235012,864.0,100.0
1653386199870097235,864.0,100.0
1653386199994698889,877.0,100.0
1653386200063908229,877.0,100.0
1653386200153471268,877.0,100.0
1653386200220767671,877.0,100.0
1653386200318592378,893.0,100.0
1653386200382880230,893.0,100.0
1653386200475970310,893.0,100.0
1653386200539416003,893.0,100.0
1653386200636843537,908.0,100.0
1653386200701826263,908.0,100.0
1653386200796515302,908.0,100.0
1653386200860919316,908.0,100.0
1653386200956177971,924.0,100.0
1653386201037530664,924.0,100.0
1653386201115217068,924.0,100.0
1653386201197493401,924.0,100.0
1653386201276529638,941.0,100.0
1653386201356521264,941.0,100.0
1653386201437271813,941.0,100.0
1653386201516310221,941.0,100.0
1653386201599238122,958.0,100.0
1653386201677137018,958.0,100.0
1653386201757859970,958.0,100.0
1653386201838642854,958.0,100.0
1653386201931930758,975.0,100.0
1653386201999961780,975.0,100.0
1653386202094632802,975.0,100.0
1653386202159204345,975.0,100.0
1653386202252938815,994.0,100.0
1653386202317720285,994.0,100.0
1653386202413463302,994.0,100.0
1653386202478778613,994.0,100.0
1653386202575393043,1012.0,100.0
1653386202652601993,1012.0,100.0
1653386202733928751,1012.0,100.0
1653386202800094913,1012.0,100.0
1653386202894870135,1030.0,100.0
1653386202974654760,1030.0,100.0
1653386203053953566,1030.0,100.0
1653386203132156949,1030.0,100.0
1653386203213022675,1049.0,100.0
1653386203295142122,1049.0,100.0
1653386203373520377,1049.0,100.0
1653386203454558081,1049.0,100.0
1653386203549034762,1068.0,100.0
1653386203612544597,1068.0,100.0
1653386203710289234,1068.0,100.0
1653386203772689262,1068.0,100.0
1653386203871736254,1086.0,100.0
1653386203949998952,1086.0,100.0
1653386204030844692,1086.0,100.0
1653386204095490338,1086.0,100.0
1653386204190866333,1105.0,100.0
1653386204273433713,1105.0,100.0
1653386204348332427,1105.0,100.0
1653386204414339575,1105.0,100.0
1653386204513055957,1124.0,100.0
1653386204592173925,1124.0,100.0
1653386204669854958,1124.0,100.0
1653386204749494973,1124.0,100.0
1653386204829722273,1142.0,100.0
1653386204912966661,1142.0,100.0
1653386204994791005,1142.0,100.0
1653386205071532621,1142.0,100.0
1653386205153014229,1158.0,100.0
1653386205233482799,1158.0,100.0
1653386205312072072,1158.0,100.0
1653386205389477307,1158.0,100.0
1653386205470387680,1171.0,100.0
1653386205548926551,1171.0,100.0
1653386205633616017,1171.0,100.0
1653386205710675810,1171.0,100.0
1653386205808142004,1181.0,100.0
1653386205870324908,1181.0,100.0
1653386205966232405,1181.0,100.0
1653386206034782436,1181.0,100.0
1653386206128670031,1191.0,100.0
1653386206191116617,1191.0,100.0
1653386206289243007,1191.0,100.0
1653386206349976673,1191.0,100.0
1653386206448260470,1200.0,100.0
1653386206527730563,1200.0,100.0
1653386206609290625,1200.0,100.0
1653386206670793635,1200.0,100.0
1653386206766891316,1206.0,100.0
1653386206847769674,1206.0,100.0
1653386206929678331,1206.0,100.0
1653386207008407682,1206.0,100.0
1653386207091738676,1213.0,100.0
1653386207170455425,1213.0,100.0
1653386207247644886,1213.0,100.0
1653386207325801241,1213.0,100.0
1653386207421304664,1218.0,100.0
1653386207489733828,1218.0,100.0
