%time,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1653386153890469386,1500,1500,1460,1462,1508,1500,1500,1500
1653386153918246045,1500,1500,1460,1461,1508,1500,1500,1500
1653386153924861432,1500,1500,1460,1461,1508,1500,1500,1500
1653386153952160111,1500,1500,1460,1462,1508,1500,1500,1500
1653386153956482454,1500,1500,1460,1462,1508,1500,1500,1500
1653386153962019036,1500,1500,1460,1462,1508,1500,1500,1500
1653386153985207521,1500,1500,1460,1462,1508,1500,1500,1500
1653386153988650093,1500,1500,1459,1462,1508,1500,1500,1500
1653386154018638880,1500,1500,1459,1462,1508,1500,1500,1500
1653386154024456756,1500,1500,1460,1462,1508,1500,1500,1500
1653386154043097777,1500,1500,1460,1462,1508,1500,1500,1500
1653386154052119313,1500,1500,1460,1462,1508,1500,1500,1500
1653386154058053908,1500,1500,1460,1462,1508,1500,1500,1500
1653386154085611244,1500,1500,1460,1463,1508,1500,1500,1500
1653386154090061249,1500,1500,1460,1463,1508,1500,1500,1500
1653386154118503487,1500,1500,1460,1463,1508,1500,1500,1500
1653386154122463176,1500,1500,1460,1463,1508,1500,1500,1500
1653386154124995857,1500,1500,1460,1463,1508,1500,1500,1500
1653386154150428612,1500,1500,1460,1464,1508,1500,1500,1500
1653386154156242626,1500,1500,1461,1464,1508,1500,1500,1500
1653386154185054583,1500,1500,1461,1464,1508,1500,1500,1500
1653386154192267547,1500,1500,1461,1464,1508,1500,1500,1500
1653386154202822188,1500,1500,1461,1464,1508,1500,1500,1500
1653386154217734903,1500,1500,1461,1536,1508,1500,1500,1500
1653386154224177273,1500,1500,1462,1536,1508,1500,1500,1500
1653386154250532188,1500,1500,1462,1536,1508,1500,1500,1500
1653386154256000669,1500,1500,1462,1536,1508,1500,1500,1500
1653386154282524010,1500,1500,1462,1536,1508,1500,1500,1500
1653386154288252963,1500,1500,1462,1536,1508,1500,1500,1500
1653386154296035915,1500,1500,1462,1536,1508,1500,1500,1500
1653386154315723931,1500,1500,1462,1537,1508,1500,1500,1500
1653386154320765197,1500,1500,1463,1537,1508,1500,1500,1500
1653386154348833456,1500,1500,1463,1537,1508,1500,1500,1500
1653386154354606873,1500,1500,1464,1537,1508,1500,1500,1500
1653386154360926005,1500,1500,1464,1537,1508,1500,1500,1500
1653386154382362955,1500,1500,1464,1537,1508,1500,1500,1500
1653386154389011826,1500,1500,1464,1537,1508,1500,1500,1500
1653386154415235164,1500,1500,1464,1537,1508,1500,1500,1500
1653386154421814760,1500,1500,1464,1537,1508,1500,1500,1500
1653386154449155523,1500,1500,1464,1537,1508,1500,1500,1500
1653386154451945882,1500,1500,1464,1537,1508,1500,1500,1500
1653386154457206837,1500,1500,1464,1537,1508,1500,1500,1500
1653386154479820533,1500,1500,1464,1537,1508,1500,1500,1500
1653386154488216418,1500,1500,1464,1537,1508,1500,1500,1500
1653386154516239883,1500,1500,1464,1537,1508,1500,1500,1500
1653386154521018202,1500,1500,1464,1537,1508,1500,1500,1500
1653386154523289309,1500,1500,1464,1537,1508,1500,1500,1500
1653386154545040923,1500,1500,1464,1536,1508,1500,1500,1500
1653386154552658691,1500,1500,1536,1536,1508,1500,1500,1500
1653386154579573936,1500,1500,1536,1536,1508,1500,1500,1500
1653386154585421207,1500,1500,1536,1536,1508,1500,1500,1500
1653386154612154154,1500,1500,1536,1536,1508,1500,1500,1500
1653386154621303857,1500,1500,1536,1536,1507,1500,1500,1500
1653386154621711511,1500,1500,1464,1536,1507,1500,1500,1500
1653386154645917391,1500,1500,1464,1464,1507,1500,1500,1500
1653386154650581506,1500,1500,1464,1464,1507,1500,1500,1500
1653386154677468546,1500,1500,1464,1463,1507,1500,1500,1500
1653386154684215512,1500,1500,1464,1463,1507,1500,1500,1500
1653386154686299642,1500,1500,1464,1463,1507,1500,1500,1500
1653386154711923421,1500,1500,1464,1463,1507,1500,1500,1500
1653386154719570174,1500,1500,1464,1463,1507,1500,1500,1500
1653386154745348532,1500,1500,1464,1462,1507,1500,1500,1500
1653386154750790857,1500,1500,1464,1462,1507,1500,1500,1500
1653386154777312336,1500,1500,1464,1462,1507,1500,1500,1500
1653386154778992856,1500,1500,1464,1462,1507,1500,1500,1500
1653386154780939027,1500,1500,1464,1462,1507,1500,1500,1500
1653386154810987010,1500,1500,1464,1461,1507,1500,1500,1500
1653386154816841896,1500,1500,1536,1461,1507,1500,1500,1500
1653386154842731262,1500,1500,1536,1461,1507,1500,1500,1500
1653386154844840933,1500,1500,1536,1461,1507,1500,1500,1500
1653386154851295069,1500,1500,1536,1461,1507,1500,1500,1500
1653386154875792746,1500,1500,1536,1461,1507,1500,1500,1500
1653386154877770538,1500,1500,1536,1461,1507,1500,1500,1500
1653386154910217961,1500,1500,1536,1461,1507,1500,1500,1500
1653386154917127602,1500,1500,1536,1461,1507,1500,1500,1500
1653386154937434229,1500,1500,1536,1461,1507,1500,1500,1500
1653386154942758142,1500,1500,1536,1461,1507,1500,1500,1500
1653386154949510495,1500,1500,1536,1461,1507,1500,1500,1500
1653386154975593849,1500,1500,1536,1461,1507,1500,1500,1500
1653386154978586114,1500,1500,1536,1461,1507,1500,1500,1500
1653386155008417218,1500,1500,1536,1462,1507,1500,1500,1500
1653386155013609515,1500,1500,1536,1462,1507,1500,1500,1500
1653386155017770758,1500,1500,1536,1462,1507,1500,1500,1500
1653386155041436872,1500,1500,1536,1462,1507,1500,1500,1500
1653386155048938890,1500,1500,1536,1462,1507,1500,1500,1500
1653386155076217605,1500,1500,1536,1462,1507,1500,1500,1500
1653386155078056848,1500,1500,1536,1462,1507,1500,1500,1500
1653386155099555480,1500,1500,1536,1462,1507,1500,1500,1500
1653386155108708298,1500,1500,1536,1463,1507,1500,1500,1500
1653386155112892736,1500,1500,1536,1463,1507,1500,1500,1500
1653386155139935195,1500,1500,1536,1463,1507,1500,1500,1500
1653386155146664358,1500,1500,1537,1463,1507,1500,1500,1500
1653386155176097586,1500,1500,1537,1464,1507,1500,1500,1500
1653386155177742969,1500,1500,1537,1464,1507,1500,1500,1500
1653386155179314719,1500,1500,1537,1464,1507,1500,1500,1500
1653386155204991597,1500,1500,1537,1464,1507,1500,1500,1500
1653386155217039964,1500,1500,1537,1464,1507,1500,1500,1500
1653386155239870187,1500,1500,1537,1536,1507,1500,1500,1500
1653386155246836118,1500,1500,1537,1536,1507,1500,1500,1500
1653386155257109281,1500,1500,1537,1536,1507,1500,1500,1500
1653386155271119755,1500,1500,1537,1536,1507,1500,1500,1500
1653386155275868353,1500,1500,1537,1536,1507,1500,1500,1500
1653386155303899988,1500,1500,1537,1537,1507,1500,1500,1500
1653386155308918763,1500,1500,1537,1537,1507,1500,1500,1500
1653386155337464134,1500,1500,1537,1537,1507,1500,1500,1500
1653386155339662966,1500,1500,1537,1537,1507,1500,1500,1500
1653386155341060530,1500,1500,1536,1537,1507,1500,1500,1500
1653386155371824319,1500,1500,1536,1538,1507,1500,1500,1500
1653386155378070993,1500,1500,1536,1538,1507,1500,1500,1500
1653386155405639851,1500,1500,1536,1538,1507,1500,1500,1500
1653386155410296334,1500,1500,1536,1538,1507,1500,1500,1500
1653386155421446913,1500,1500,1536,1538,1507,1500,1500,1500
1653386155437443421,1500,1500,1536,1538,1507,1500,1500,1500
1653386155443855747,1500,1500,1536,1538,1507,1500,1500,1500
1653386155469508832,1500,1500,1536,1538,1507,1500,1500,1500
1653386155475654986,1500,1500,1536,1538,1507,1500,1500,1500
1653386155498261951,1500,1500,1536,1538,1507,1500,1500,1500
1653386155503310522,1500,1500,1536,1537,1507,1500,1500,1500
1653386155509341409,1500,1500,1536,1537,1507,1500,1500,1500
1653386155535946367,1500,1500,1536,1537,1507,1500,1500,1500
1653386155538125638,1500,1500,1536,1537,1507,1500,1500,1500
1653386155569791354,1500,1500,1536,1537,1507,1500,1500,1500
1653386155574389473,1500,1500,1536,1537,1507,1500,1500,1500
1653386155594442708,1500,1500,1536,1537,1506,1500,1500,1500
1653386155603029836,1500,1500,1536,1537,1506,1500,1500,1500
1653386155610331945,1500,1500,1536,1537,1506,1500,1500,1500
1653386155634907477,1500,1500,1536,1536,1506,1500,1500,1500
1653386155637298312,1500,1500,1464,1536,1506,1500,1500,1500
1653386155656941417,1500,1500,1464,1536,1506,1500,1500,1500
1653386155666369387,1500,1500,1464,1536,1506,1500,1500,1500
1653386155672624635,1500,1500,1464,1536,1506,1500,1500,1500
1653386155700712809,1500,1500,1464,1464,1506,1500,1500,1500
1653386155709018649,1500,1500,1464,1464,1506,1500,1500,1500
1653386155735669162,1500,1500,1464,1463,1506,1500,1500,1500
1653386155738324204,1500,1500,1464,1463,1506,1500,1500,1500
1653386155756461269,1500,1500,1464,1463,1506,1500,1500,1500
1653386155767516808,1500,1500,1464,1463,1506,1500,1500,1500
1653386155773375619,1500,1500,1464,1463,1506,1500,1500,1500
1653386155799114247,1500,1500,1464,1462,1506,1500,1500,1500
1653386155806071124,1500,1500,1464,1462,1506,1500,1500,1500
1653386155818875795,1500,1500,1464,1462,1506,1500,1500,1500
1653386155831809841,1500,1500,1464,1462,1506,1500,1500,1500
1653386155838016058,1500,1500,1464,1462,1506,1500,1500,1500
1653386155865392491,1500,1500,1464,1462,1506,1500,1500,1500
1653386155869648141,1500,1500,1464,1462,1506,1500,1500,1500
1653386155899596546,1500,1500,1464,1462,1506,1500,1500,1500
1653386155905643437,1500,1500,1464,1462,1506,1500,1500,1500
1653386155917114197,1500,1500,1464,1462,1506,1500,1500,1500
1653386155932065846,1500,1500,1464,1462,1506,1500,1500,1500
1653386155936915594,1500,1500,1464,1462,1506,1500,1500,1500
1653386155965800959,1500,1500,1464,1462,1506,1500,1500,1500
1653386155970315461,1500,1500,1464,1462,1506,1500,1500,1500
1653386155997457618,1500,1500,1464,1462,1506,1500,1500,1500
1653386155998403873,1500,1500,1464,1462,1506,1500,1500,1500
1653386156006065093,1500,1500,1464,1462,1506,1500,1500,1500
1653386156031812820,1500,1500,1464,1462,1506,1500,1500,1500
1653386156037253710,1500,1500,1464,1462,1506,1500,1500,1500
1653386156065778889,1500,1500,1464,1463,1506,1500,1500,1500
1653386156068576886,1500,1500,1463,1463,1506,1500,1500,1500
1653386156075659483,1500,1500,1463,1463,1506,1500,1500,1500
1653386156096996774,1500,1500,1463,1463,1506,1500,1500,1500
1653386156100771498,1500,1500,1463,1463,1506,1500,1500,1500
1653386156129225161,1500,1500,1463,1463,1506,1500,1500,1500
1653386156134706192,1500,1500,1462,1463,1506,1500,1500,1500
1653386156158114785,1500,1500,1462,1463,1506,1500,1500,1500
1653386156165779882,1500,1500,1462,1464,1506,1500,1500,1500
1653386156171010266,1500,1500,1462,1464,1506,1500,1500,1500
1653386156195331851,1500,1500,1462,1464,1506,1500,1500,1500
1653386156197144954,1500,1500,1462,1464,1506,1500,1500,1500
1653386156228782078,1500,1500,1462,1536,1506,1500,1500,1500
1653386156236562189,1500,1500,1463,1536,1506,1500,1500,1500
1653386156237862735,1500,1500,1463,1536,1506,1500,1500,1500
1653386156262780477,1500,1500,1463,1536,1506,1500,1500,1500
1653386156269185607,1500,1500,1463,1536,1506,1500,1500,1500
1653386156296041985,1500,1500,1463,1537,1506,1500,1500,1500
1653386156298611392,1500,1500,1463,1537,1506,1500,1500,1500
1653386156317882061,1500,1500,1463,1537,1506,1500,1500,1500
1653386156327577807,1500,1500,1463,1537,1506,1500,1500,1500
1653386156329907259,1500,1500,1463,1537,1506,1500,1500,1500
1653386156362143831,1500,1500,1463,1537,1506,1500,1500,1500
1653386156369756908,1500,1500,1463,1537,1506,1500,1500,1500
1653386156394863921,1500,1500,1463,1537,1506,1500,1500,1500
1653386156403792595,1500,1500,1463,1537,1506,1500,1500,1500
1653386156404212794,1500,1500,1463,1537,1506,1500,1500,1500
1653386156427613810,1500,1500,1463,1537,1506,1500,1500,1500
1653386156433636828,1500,1500,1463,1537,1506,1500,1500,1500
1653386156458921718,1500,1500,1463,1537,1506,1500,1500,1500
1653386156466905232,1500,1500,1463,1537,1506,1500,1500,1500
1653386156473724668,1500,1500,1463,1537,1506,1500,1500,1500
1653386156495754577,1500,1500,1463,1537,1506,1500,1500,1500
1653386156497818913,1500,1500,1463,1537,1506,1500,1500,1500
1653386156525701864,1500,1500,1463,1537,1506,1500,1500,1500
1653386156535175739,1500,1500,1463,1537,1506,1500,1500,1500
1653386156555117853,1500,1500,1463,1537,1506,1500,1500,1500
1653386156560089110,1500,1500,1463,1537,1506,1500,1500,1500
1653386156566513733,1500,1500,1463,1537,1506,1500,1500,1500
1653386156591790777,1500,1500,1463,1536,1506,1500,1500,1500
1653386156597337206,1500,1500,1463,1536,1506,1500,1500,1500
1653386156625890233,1500,1500,1463,1536,1506,1500,1500,1500
1653386156630103895,1500,1500,1463,1536,1506,1500,1500,1500
1653386156635952409,1500,1500,1463,1536,1506,1500,1500,1500
1653386156658014509,1500,1500,1463,1536,1506,1500,1500,1500
1653386156663662023,1500,1500,1463,1536,1506,1500,1500,1500
1653386156692437490,1500,1500,1463,1464,1506,1500,1500,1500
1653386156697919095,1500,1500,1463,1464,1506,1500,1500,1500
1653386156714361515,1500,1500,1463,1464,1506,1500,1500,1500
1653386156725934219,1500,1500,1463,1464,1506,1500,1500,1500
1653386156730275754,1500,1500,1463,1464,1506,1500,1500,1500
1653386156758433001,1500,1500,1463,1463,1506,1500,1500,1500
1653386156762526225,1500,1500,1463,1463,1506,1500,1500,1500
1653386156789568717,1500,1500,1463,1462,1506,1500,1500,1500
1653386156794630239,1500,1500,1463,1462,1506,1500,1500,1500
1653386156796574348,1500,1500,1463,1462,1506,1500,1500,1500
1653386156824239041,1500,1500,1463,1462,1506,1500,1500,1500
1653386156830199684,1500,1500,1463,1462,1506,1500,1500,1500
1653386156854659352,1500,1500,1463,1462,1506,1500,1500,1500
1653386156857919092,1500,1500,1462,1462,1506,1500,1500,1500
1653386156889695073,1500,1500,1462,1462,1506,1500,1500,1500
1653386156892323869,1500,1500,1462,1462,1505,1500,1500,1500
1653386156894789811,1500,1500,1462,1462,1505,1500,1500,1500
1653386156921535195,1500,1500,1462,1462,1505,1500,1500,1500
1653386156928352132,1500,1500,1462,1462,1505,1500,1500,1500
1653386156955193110,1500,1500,1462,1462,1505,1500,1500,1500
1653386156959363931,1500,1500,1462,1462,1505,1500,1500,1500
1653386156959772873,1500,1500,1462,1462,1505,1500,1500,1500
1653386156988152842,1500,1500,1462,1462,1505,1500,1500,1500
1653386156994381565,1500,1500,1462,1462,1505,1500,1500,1500
1653386157022130242,1500,1500,1462,1462,1505,1500,1500,1500
1653386157029034599,1500,1500,1462,1462,1505,1500,1500,1500
1653386157052393604,1500,1500,1462,1462,1505,1500,1500,1500
1653386157055556367,1500,1500,1462,1463,1505,1500,1500,1500
1653386157060497284,1500,1500,1462,1463,1505,1500,1500,1500
1653386157088397629,1500,1500,1462,1463,1505,1500,1500,1500
1653386157090260008,1500,1500,1462,1463,1505,1500,1500,1500
1653386157118409641,1500,1500,1462,1463,1505,1500,1500,1500
1653386157119526941,1500,1500,1462,1464,1505,1500,1500,1500
1653386157124877436,1500,1500,1462,1464,1505,1500,1500,1500
1653386157155119672,1500,1500,1462,1464,1505,1500,1500,1500
1653386157158449970,1500,1500,1462,1464,1505,1500,1500,1500
1653386157188004164,1500,1500,1462,1536,1505,1500,1500,1500
1653386157195024384,1500,1500,1463,1536,1505,1500,1500,1500
1653386157212257770,1500,1500,1463,1536,1505,1500,1500,1500
1653386157220123682,1500,1500,1463,1536,1505,1500,1500,1500
1653386157228676215,1500,1500,1463,1536,1505,1500,1500,1500
1653386157251846229,1500,1500,1463,1536,1505,1500,1500,1500
1653386157257462195,1500,1500,1464,1536,1505,1500,1500,1500
1653386157284758210,1500,1500,1464,1537,1505,1500,1500,1500
1653386157290144968,1500,1500,1464,1537,1505,1500,1500,1500
1653386157291694535,1500,1500,1464,1537,1505,1500,1500,1500
1653386157317745389,1500,1500,1464,1537,1505,1500,1500,1500
1653386157323528584,1500,1500,1536,1537,1505,1500,1500,1500
1653386157352298749,1500,1500,1536,1537,1505,1500,1500,1500
1653386157356962519,1500,1500,1536,1537,1505,1500,1500,1500
1653386157369990569,1500,1500,1536,1537,1505,1500,1500,1500
1653386157384306109,1500,1500,1536,1537,1505,1500,1500,1500
1653386157390481786,1500,1500,1536,1537,1505,1500,1500,1500
1653386157417556781,1500,1500,1536,1537,1505,1500,1500,1500
1653386157425896952,1500,1500,1537,1537,1505,1500,1500,1500
1653386157450124275,1500,1500,1537,1537,1505,1500,1500,1500
1653386157456343102,1500,1500,1537,1537,1505,1500,1500,1500
1653386157457329602,1500,1500,1537,1537,1505,1500,1500,1500
1653386157484343383,1500,1500,1537,1537,1505,1500,1500,1500
1653386157488725168,1500,1500,1537,1537,1505,1500,1500,1500
1653386157516176381,1500,1500,1537,1537,1505,1500,1500,1500
1653386157521043366,1500,1500,1537,1537,1505,1500,1500,1500
1653386157531899972,1500,1500,1537,1537,1505,1500,1500,1500
1653386157550726051,1500,1500,1537,1536,1505,1500,1500,1500
1653386157557214275,1500,1500,1537,1536,1505,1500,1500,1500
1653386157581198928,1500,1500,1537,1536,1505,1500,1500,1500
1653386157588374540,1500,1500,1537,1536,1505,1500,1500,1500
1653386157615991993,1500,1500,1537,1536,1505,1500,1500,1500
1653386157616600393,1500,1500,1537,1536,1505,1500,1500,1500
1653386157619258361,1500,1500,1537,1536,1505,1500,1500,1500
1653386157647581280,1500,1500,1537,1464,1505,1500,1500,1500
1653386157654397197,1500,1500,1537,1464,1505,1500,1500,1500
1653386157681976103,1500,1500,1537,1464,1505,1500,1500,1500
1653386157689576691,1500,1500,1537,1464,1505,1500,1500,1500
1653386157691385089,1500,1500,1537,1464,1505,1500,1500,1500
1653386157716431029,1500,1500,1537,1463,1505,1500,1500,1500
1653386157720983796,1500,1500,1537,1463,1505,1500,1500,1500
1653386157747802007,1500,1500,1537,1462,1505,1500,1500,1500
1653386157750470645,1500,1500,1537,1462,1505,1500,1500,1500
1653386157769043979,1500,1500,1537,1462,1505,1500,1500,1500
1653386157779856033,1500,1500,1537,1462,1505,1500,1500,1500
1653386157786316473,1500,1500,1537,1462,1505,1500,1500,1500
1653386157816748152,1500,1500,1537,1462,1505,1500,1500,1500
1653386157820804722,1500,1500,1536,1462,1505,1500,1500,1500
1653386157845475990,1500,1500,1536,1462,1505,1500,1500,1500
1653386157852969590,1500,1500,1536,1462,1505,1500,1500,1500
1653386157853012218,1500,1500,1536,1462,1505,1500,1500,1500
1653386157880150392,1500,1500,1536,1462,1505,1500,1500,1500
1653386157888722088,1500,1500,1536,1462,1505,1500,1500,1500
1653386157911966118,1500,1500,1536,1462,1505,1500,1500,1500
1653386157918437247,1500,1500,1536,1462,1505,1500,1500,1500
1653386157930303535,1500,1500,1536,1462,1505,1500,1500,1500
1653386157945062370,1500,1500,1536,1462,1505,1500,1500,1500
1653386157948980083,1500,1500,1464,1462,1505,1500,1500,1500
1653386157979030400,1500,1500,1464,1462,1505,1500,1500,1500
1653386157980970389,1500,1500,1464,1462,1505,1500,1500,1500
1653386158010880084,1500,1500,1464,1463,1505,1500,1500,1500
1653386158012352303,1500,1500,1464,1463,1505,1500,1500,1500
1653386158017134411,1500,1500,1464,1463,1505,1500,1500,1500
1653386158045341007,1500,1500,1464,1463,1505,1500,1500,1500
1653386158048735574,1500,1500,1536,1463,1505,1500,1500,1500
1653386158077993174,1500,1500,1536,1463,1505,1500,1500,1500
1653386158082922553,1500,1500,1536,1463,1505,1500,1500,1500
1653386158092219517,1500,1500,1536,1463,1505,1500,1500,1500
1653386158109464337,1500,1500,1536,1464,1505,1500,1500,1500
1653386158117147086,1500,1500,1536,1464,1505,1500,1500,1500
1653386158145971806,1500,1500,1536,1464,1505,1500,1500,1500
1653386158149596767,1500,1500,1464,1464,1505,1500,1500,1500
1653386158172915944,1500,1500,1464,1464,1504,1500,1500,1500
1653386158176561792,1500,1500,1464,1536,1504,1500,1500,1500
1653386158178066073,1500,1500,1464,1536,1504,1500,1500,1500
1653386158210988018,1500,1500,1464,1536,1504,1500,1500,1500
1653386158216913718,1500,1500,1464,1536,1504,1500,1500,1500
1653386158234930891,1500,1500,1464,1536,1504,1500,1500,1500
1653386158242680960,1500,1500,1464,1537,1504,1500,1500,1500
1653386158249258132,1500,1500,1536,1537,1504,1500,1500,1500
1653386158276034260,1500,1500,1536,1537,1504,1500,1500,1500
1653386158278078740,1500,1500,1536,1537,1504,1500,1500,1500
1653386158310030804,1500,1500,1536,1537,1504,1500,1500,1500
1653386158313053607,1500,1500,1536,1537,1504,1500,1500,1500
1653386158334973018,1500,1500,1536,1537,1504,1500,1500,1500
1653386158340789200,1500,1500,1536,1538,1504,1500,1500,1500
1653386158348047839,1500,1500,1537,1538,1504,1500,1500,1500
1653386158375945515,1500,1500,1537,1538,1504,1500,1500,1500
1653386158378288269,1500,1500,1537,1538,1504,1500,1500,1500
1653386158407308844,1500,1500,1537,1538,1504,1500,1500,1500
1653386158414401967,1500,1500,1537,1538,1504,1500,1500,1500
1653386158416516030,1500,1500,1537,1538,1504,1500,1500,1500
1653386158440201579,1500,1500,1537,1537,1504,1500,1500,1500
1653386158446816560,1500,1500,1537,1537,1504,1500,1500,1500
1653386158476457205,1500,1500,1537,1537,1504,1500,1500,1500
1653386158478469395,1500,1500,1537,1537,1504,1500,1500,1500
1653386158506151739,1500,1500,1537,1537,1504,1500,1500,1500
1653386158512157860,1500,1500,1537,1537,1504,1500,1500,1500
1653386158512204278,1500,1500,1537,1537,1504,1500,1500,1500
1653386158540588133,1500,1500,1537,1537,1504,1500,1500,1500
1653386158546661215,1500,1500,1537,1537,1504,1500,1500,1500
1653386158572117634,1500,1500,1537,1536,1504,1500,1500,1500
1653386158576697231,1500,1500,1537,1536,1504,1500,1500,1500
1653386158578835524,1500,1500,1537,1536,1504,1500,1500,1500
1653386158605878852,1500,1500,1537,1536,1504,1500,1500,1500
1653386158608615384,1500,1500,1537,1536,1504,1500,1500,1500
1653386158637962444,1500,1500,1537,1464,1504,1500,1500,1500
1653386158640803631,1500,1500,1537,1464,1504,1500,1500,1500
1653386158670743551,1500,1500,1537,1464,1504,1500,1500,1500
1653386158672664461,1500,1500,1537,1464,1504,1500,1500,1500
1653386158676433402,1500,1500,1537,1464,1504,1500,1500,1500
1653386158704886188,1500,1500,1537,1463,1504,1500,1500,1500
1653386158710699193,1500,1500,1537,1463,1504,1500,1500,1500
1653386158736364793,1500,1500,1537,1463,1504,1500,1500,1500
1653386158741205410,1500,1500,1537,1463,1504,1500,1500,1500
1653386158769818348,1500,1500,1537,1462,1504,1500,1500,1500
1653386158778197222,1500,1500,1537,1462,1504,1500,1500,1500
1653386158798393877,1500,1500,1537,1462,1504,1500,1500,1500
1653386158806089336,1500,1500,1537,1462,1504,1500,1500,1500
1653386158814375579,1500,1500,1537,1462,1504,1500,1500,1500
1653386158835107638,1500,1500,1537,1462,1504,1500,1500,1500
1653386158838034128,1500,1500,1537,1462,1504,1500,1500,1500
1653386158860231818,1500,1500,1537,1462,1504,1500,1500,1500
1653386158869821565,1500,1500,1537,1462,1504,1500,1500,1500
1653386158874000397,1500,1500,1537,1462,1504,1500,1500,1500
1653386158902681667,1500,1500,1537,1462,1504,1500,1500,1500
1653386158908796882,1500,1500,1537,1462,1504,1500,1500,1500
1653386158936623502,1500,1500,1537,1462,1504,1500,1500,1500
1653386158937972878,1500,1500,1537,1462,1504,1500,1500,1500
1653386158958737618,1500,1500,1537,1462,1504,1500,1500,1500
1653386158966771446,1500,1500,1537,1462,1504,1500,1500,1500
1653386158972860292,1500,1500,1537,1462,1504,1500,1500,1500
1653386159002675836,1500,1500,1537,1463,1504,1500,1500,1500
1653386159008498239,1500,1500,1537,1463,1504,1500,1500,1500
1653386159034206126,1500,1500,1537,1463,1504,1500,1500,1500
1653386159038784714,1500,1500,1537,1463,1504,1500,1500,1500
1653386159067365270,1500,1500,1537,1463,1504,1500,1500,1500
1653386159071410837,1500,1500,1537,1463,1504,1500,1500,1500
1653386159087717465,1500,1500,1537,1463,1504,1500,1500,1500
1653386159100145088,1500,1500,1537,1464,1504,1500,1500,1500
1653386159107660263,1500,1500,1537,1464,1504,1500,1500,1500
1653386159136374311,1500,1500,1537,1464,1504,1500,1500,1500
1653386159138589173,1500,1500,1537,1464,1504,1500,1500,1500
1653386159164086750,1500,1500,1537,1536,1504,1500,1500,1500
1653386159173953410,1500,1500,1537,1536,1504,1500,1500,1500
1653386159199041633,1500,1500,1537,1536,1504,1500,1500,1500
1653386159201075775,1500,1500,1537,1536,1504,1500,1500,1500
1653386159208439670,1500,1500,1538,1536,1504,1500,1500,1500
1653386159231908323,1500,1500,1538,1537,1504,1500,1500,1500
1653386159238467707,1500,1500,1537,1537,1504,1500,1500,1500
1653386159264310254,1500,1500,1537,1537,1504,1500,1500,1500
1653386159269788935,1500,1500,1537,1537,1504,1500,1500,1500
1653386159279233518,1500,1500,1537,1537,1504,1500,1500,1500
1653386159298173568,1500,1500,1537,1538,1504,1500,1500,1500
1653386159302846034,1500,1500,1537,1538,1504,1500,1500,1500
1653386159332197684,1500,1500,1537,1538,1504,1500,1500,1500
1653386159336581416,1500,1500,1536,1538,1504,1500,1500,1500
1653386159364640188,1500,1500,1536,1538,1504,1500,1500,1500
1653386159370332285,1500,1500,1536,1538,1504,1500,1500,1500
1653386159373186076,1500,1500,1536,1538,1504,1500,1500,1500
1653386159397141749,1500,1500,1536,1538,1504,1500,1500,1500
1653386159400413482,1500,1500,1536,1538,1504,1500,1500,1500
1653386159427682414,1500,1500,1536,1538,1504,1500,1500,1500
1653386159434730317,1500,1500,1464,1538,1504,1500,1500,1500
1653386159437207077,1500,1500,1464,1538,1504,1500,1500,1500
1653386159464655942,1500,1500,1464,1538,1504,1500,1500,1500
1653386159466541485,1500,1500,1464,1538,1504,1500,1500,1500
1653386159495266114,1500,1500,1464,1538,1504,1500,1500,1500
1653386159496907005,1500,1500,1464,1538,1504,1500,1500,1500
1653386159528347591,1500,1500,1464,1537,1504,1500,1500,1500
1653386159535175130,1500,1500,1463,1537,1504,1500,1500,1500
1653386159537657887,1500,1500,1463,1537,1504,1500,1500,1500
1653386159562124767,1500,1500,1463,1537,1504,1500,1500,1500
1653386159569503107,1500,1500,1462,1537,1504,1500,1500,1500
1653386159595088470,1500,1500,1462,1537,1504,1500,1500,1500
1653386159599561879,1500,1500,1462,1537,1504,1500,1500,1500
1653386159600466175,1500,1500,1462,1537,1504,1500,1500,1500
1653386159626960861,1500,1500,1462,1536,1504,1500,1500,1500
1653386159631712680,1500,1500,1461,1536,1504,1500,1500,1500
1653386159662054112,1500,1500,1461,1536,1504,1500,1500,1500
1653386159666527003,1500,1500,1460,1536,1504,1500,1500,1500
1653386159695284604,1500,1500,1460,1464,1504,1500,1500,1500
1653386159698176925,1500,1500,1460,1464,1503,1500,1500,1500
1653386159699125774,1500,1500,1460,1464,1503,1500,1500,1500
1653386159727100352,1500,1500,1460,1464,1503,1500,1500,1500
1653386159730236150,1500,1500,1459,1464,1503,1500,1500,1500
1653386159754890340,1500,1500,1459,1464,1503,1500,1500,1500
1653386159758922509,1500,1500,1459,1463,1503,1500,1500,1500
1653386159766591227,1500,1500,1459,1463,1503,1500,1500,1500
1653386159796207132,1500,1500,1459,1463,1503,1500,1500,1500
1653386159796702933,1500,1500,1458,1463,1503,1500,1500,1500
1653386159824137674,1500,1500,1458,1462,1503,1500,1500,1500
1653386159830789012,1500,1500,1458,1462,1503,1500,1500,1500
1653386159852443588,1500,1500,1458,1462,1503,1500,1500,1500
1653386159859748355,1500,1500,1458,1462,1503,1500,1500,1500
1653386159866426427,1500,1500,1458,1462,1503,1500,1500,1500
